y4_hhid,domain,strataid,clusterid,clustertype,y4_weights,regcode,regname,discode,disname,intdy,intmo,intyr
7560-001,4,50,530137306305,2,304.360626220703,53,MJINI MAGHARIBI,1,MAGHARIBI,25,4,2015
7561-001,4,50,530137306305,2,304.360626220703,53,MJINI MAGHARIBI,1,MAGHARIBI,25,4,2015
7562-001,4,50,530137306305,2,304.360626220703,53,MJINI MAGHARIBI,1,MAGHARIBI,27,4,2015
7568-001,4,50,530137306305,2,304.360626220703,53,MJINI MAGHARIBI,1,MAGHARIBI,25,4,2015
7574-001,4,51,530207203003,1,960.7763671875,53,MJINI MAGHARIBI,2,MJINI,16,8,2015
7575-001,4,51,530207203003,1,960.7763671875,53,MJINI MAGHARIBI,2,MJINI,16,8,2015
7576-001,4,51,530207203003,1,960.7763671875,53,MJINI MAGHARIBI,2,MJINI,16,8,2015
7577-001,4,51,530207203003,1,960.7763671875,53,MJINI MAGHARIBI,2,MJINI,16,8,2015
7578-001,4,51,530207203003,1,960.7763671875,53,MJINI MAGHARIBI,2,MJINI,15,8,2015
7579-001,4,51,530207203003,1,960.7763671875,53,MJINI MAGHARIBI,2,MJINI,15,8,2015
7580-001,4,51,530207203003,1,960.7763671875,53,MJINI MAGHARIBI,2,MJINI,15,8,2015
7581-001,4,51,530207203003,1,960.7763671875,53,MJINI MAGHARIBI,2,MJINI,15,8,2015
7593-001,4,51,530218203001,1,855.450622558594,53,MJINI MAGHARIBI,2,MJINI,28,8,2015
7594-001,4,51,530218203001,1,855.450622558594,53,MJINI MAGHARIBI,2,MJINI,27,8,2015
7595-001,4,51,530218203001,1,855.450622558594,53,MJINI MAGHARIBI,2,MJINI,27,8,2015
7596-001,4,51,530218203001,1,855.450622558594,53,MJINI MAGHARIBI,2,MJINI,28,8,2015
7597-001,4,51,530218203001,1,855.450622558594,53,MJINI MAGHARIBI,2,MJINI,27,8,2015
7598-001,4,51,530218203001,1,855.450622558594,53,MJINI MAGHARIBI,2,MJINI,27,8,2015
7599-001,4,51,530218203001,1,855.450622558594,53,MJINI MAGHARIBI,2,MJINI,28,8,2015
7600-001,4,51,530218203001,1,855.450622558594,53,MJINI MAGHARIBI,2,MJINI,28,8,2015
7612-001,4,51,530234203001,1,814.571228027344,53,MJINI MAGHARIBI,2,MJINI,17,5,2015
7613-001,4,51,530234203001,1,814.571228027344,53,MJINI MAGHARIBI,2,MJINI,17,5,2015
7614-001,4,51,530234203001,1,814.571228027344,53,MJINI MAGHARIBI,2,MJINI,18,5,2015
7615-001,4,51,530234203001,1,814.571228027344,53,MJINI MAGHARIBI,2,MJINI,17,5,2015
7616-001,4,51,530234203001,1,814.571228027344,53,MJINI MAGHARIBI,2,MJINI,18,5,2015
7618-001,4,51,530234203001,1,814.571228027344,53,MJINI MAGHARIBI,2,MJINI,18,5,2015
7621-001,4,51,530234203001,1,814.571228027344,53,MJINI MAGHARIBI,2,MJINI,18,5,2015
7623-001,4,51,530234203001,1,814.571228027344,53,MJINI MAGHARIBI,2,MJINI,17,5,2015
7631-001,3,10,50203101005,1,5301.09375,5,MOROGORO,2,MOROGORO,11,4,2015
7632-001,3,10,50203101005,1,5301.09375,5,MOROGORO,2,MOROGORO,11,4,2015
7633-001,3,10,50203101005,1,5301.09375,5,MOROGORO,2,MOROGORO,11,4,2015
7634-001,3,10,50203101005,1,5301.09375,5,MOROGORO,2,MOROGORO,10,4,2015
7635-001,3,10,50203101005,1,5301.09375,5,MOROGORO,2,MOROGORO,11,4,2015
7636-001,3,10,50203101005,1,5301.09375,5,MOROGORO,2,MOROGORO,11,4,2015
7637-001,3,10,50203101005,1,5301.09375,5,MOROGORO,2,MOROGORO,11,4,2015
7638-001,3,10,50203101005,1,5301.09375,5,MOROGORO,2,MOROGORO,11,4,2015
7650-001,3,10,50307305012,1,5354.1865234375,5,MOROGORO,3,KILOMBERO,11,8,2015
7651-001,3,10,50307305012,1,5354.1865234375,5,MOROGORO,3,KILOMBERO,11,8,2015
7652-001,3,10,50307305012,1,5354.1865234375,5,MOROGORO,3,KILOMBERO,12,8,2015
7653-001,3,10,50307305012,1,5354.1865234375,5,MOROGORO,3,KILOMBERO,11,8,2015
7654-001,3,10,50307305012,1,5354.1865234375,5,MOROGORO,3,KILOMBERO,11,8,2015
7655-001,3,10,50307305012,1,5354.1865234375,5,MOROGORO,3,KILOMBERO,11,8,2015
7656-001,3,10,50307305012,1,5354.1865234375,5,MOROGORO,3,KILOMBERO,12,8,2015
7657-001,3,10,50307305012,1,5354.1865234375,5,MOROGORO,3,KILOMBERO,12,8,2015
7669-001,2,9,50308303311,2,2700.96313476563,5,MOROGORO,3,KILOMBERO,7,8,2015
7670-001,2,9,50308303311,2,2700.96313476563,5,MOROGORO,3,KILOMBERO,7,8,2015
7671-001,2,9,50308303311,2,2700.96313476563,5,MOROGORO,3,KILOMBERO,7,8,2015
7672-001,2,9,50308303311,2,2700.96313476563,5,MOROGORO,3,KILOMBERO,7,8,2015
7673-001,2,9,50308303311,2,2700.96313476563,5,MOROGORO,3,KILOMBERO,8,8,2015
7674-001,2,9,50308303311,2,2700.96313476563,5,MOROGORO,3,KILOMBERO,7,8,2015
7675-001,2,9,50308303311,2,2700.96313476563,5,MOROGORO,3,KILOMBERO,8,8,2015
7676-001,2,9,50308303311,2,2700.96313476563,5,MOROGORO,3,KILOMBERO,8,8,2015
7688-001,3,10,50424102003,1,3490.00390625,5,MOROGORO,4,ULANGA,18,8,2015
7689-001,3,10,50424102003,1,3490.00390625,5,MOROGORO,4,ULANGA,17,8,2015
7690-001,3,10,50424102003,1,3490.00390625,5,MOROGORO,4,ULANGA,18,8,2015
7691-001,3,10,50424102003,1,3490.00390625,5,MOROGORO,4,ULANGA,18,8,2015
7692-001,3,10,50424102003,1,3490.00390625,5,MOROGORO,4,ULANGA,18,8,2015
7693-001,3,10,50424102003,1,3490.00390625,5,MOROGORO,4,ULANGA,17,8,2015
7694-001,3,10,50424102003,1,3490.00390625,5,MOROGORO,4,ULANGA,17,8,2015
7695-001,3,10,50424102003,1,3490.00390625,5,MOROGORO,4,ULANGA,18,8,2015
7707-001,2,9,50516203002,2,1908.27099609375,5,MOROGORO,5,MOROGORO MANISPAA,16,4,2015
7708-001,2,9,50516203002,2,1908.27099609375,5,MOROGORO,5,MOROGORO MANISPAA,15,4,2015
7709-001,2,9,50516203002,2,1908.27099609375,5,MOROGORO,5,MOROGORO MANISPAA,14,4,2015
7710-001,2,9,50516203002,2,1908.27099609375,5,MOROGORO,5,MOROGORO MANISPAA,16,4,2015
7711-001,2,9,50516203002,2,1908.27099609375,5,MOROGORO,5,MOROGORO MANISPAA,16,4,2015
7712-001,2,9,50516203002,2,1908.27099609375,5,MOROGORO,5,MOROGORO MANISPAA,15,4,2015
7713-001,2,9,50516203002,2,1908.27099609375,5,MOROGORO,5,MOROGORO MANISPAA,15,4,2015
7714-001,2,9,50516203002,2,1908.27099609375,5,MOROGORO,5,MOROGORO MANISPAA,16,4,2015
7726-001,3,10,50706303005,1,6264.83203125,5,MOROGORO,7,GAIRO,19,4,2015
7727-001,3,10,50706303005,1,6264.83203125,5,MOROGORO,7,GAIRO,20,4,2015
7728-001,3,10,50706303005,1,6264.83203125,5,MOROGORO,7,GAIRO,19,4,2015
7729-001,3,10,50706303005,1,6264.83203125,5,MOROGORO,7,GAIRO,19,4,2015
7730-001,3,10,50706303005,1,6264.83203125,5,MOROGORO,7,GAIRO,19,4,2015
7731-001,3,10,50706303005,1,6264.83203125,5,MOROGORO,7,GAIRO,20,4,2015
7732-001,3,10,50706303005,1,6264.83203125,5,MOROGORO,7,GAIRO,19,4,2015
7733-001,3,10,50706303005,1,6264.83203125,5,MOROGORO,7,GAIRO,19,4,2015
7745-001,2,9,50706304315,2,3282.56567382813,5,MOROGORO,7,GAIRO,23,4,2015
7746-001,2,9,50706304315,2,3282.56567382813,5,MOROGORO,7,GAIRO,21,4,2015
7747-001,2,9,50706304315,2,3282.56567382813,5,MOROGORO,7,GAIRO,21,4,2015
7748-001,2,9,50706304315,2,3282.56567382813,5,MOROGORO,7,GAIRO,22,4,2015
7749-001,2,9,50706304315,2,3282.56567382813,5,MOROGORO,7,GAIRO,21,4,2015
7750-001,2,9,50706304315,2,3282.56567382813,5,MOROGORO,7,GAIRO,2,4,2015
7751-001,2,9,50706304315,2,3282.56567382813,5,MOROGORO,7,GAIRO,21,4,2015
7752-001,2,9,50706304315,2,3282.56567382813,5,MOROGORO,7,GAIRO,21,4,2015
7764-001,3,17,90113104004,1,2226.60620117188,9,MTWARA,1,MTWARA VIJIJINI,6,5,2015
7765-001,3,17,90113104004,1,2226.60620117188,9,MTWARA,1,MTWARA VIJIJINI,6,5,2015
7766-001,3,17,90113104004,1,2226.60620117188,9,MTWARA,1,MTWARA VIJIJINI,6,5,2015
7767-001,3,17,90113104004,1,2226.60620117188,9,MTWARA,1,MTWARA VIJIJINI,6,5,2015
7768-001,3,17,90113104004,1,2226.60620117188,9,MTWARA,1,MTWARA VIJIJINI,6,5,2015
7770-001,3,17,90113104004,1,2226.60620117188,9,MTWARA,1,MTWARA VIJIJINI,7,5,2015
7771-001,3,17,90113104004,1,2226.60620117188,9,MTWARA,1,MTWARA VIJIJINI,7,5,2015
7772-001,3,17,90113104004,1,2226.60620117188,9,MTWARA,1,MTWARA VIJIJINI,7,5,2015
7783-001,3,17,90204104001,1,2244.29516601563,9,MTWARA,2,NEWALA,27,4,2015
7784-001,3,17,90204104001,1,2244.29516601563,9,MTWARA,2,NEWALA,27,4,2015
7785-001,3,17,90204104001,1,2244.29516601563,9,MTWARA,2,NEWALA,27,4,2015
7786-001,3,17,90204104001,1,2244.29516601563,9,MTWARA,2,NEWALA,27,4,2015
7787-001,3,17,90204104001,1,2244.29516601563,9,MTWARA,2,NEWALA,27,4,2015
7788-001,3,17,90204104001,1,2244.29516601563,9,MTWARA,2,NEWALA,28,4,2015
7789-001,3,17,90204104001,1,2244.29516601563,9,MTWARA,2,NEWALA,28,4,2015
7790-001,3,17,90204104001,1,2244.29516601563,9,MTWARA,2,NEWALA,28,4,2015
7802-001,3,17,90223101002,1,1995.74340820313,9,MTWARA,2,NEWALA,1,5,2015
7804-001,3,17,90223101002,1,1995.74340820313,9,MTWARA,2,NEWALA,30,4,2015
7805-001,3,17,90223101002,1,1995.74340820313,9,MTWARA,2,NEWALA,30,4,2015
7806-001,3,17,90223101002,1,1995.74340820313,9,MTWARA,2,NEWALA,30,4,2015
7807-001,3,17,90223101002,1,1995.74340820313,9,MTWARA,2,NEWALA,30,4,2015
7808-001,3,17,90223101002,1,1995.74340820313,9,MTWARA,2,NEWALA,30,4,2015
7809-001,3,17,90223101002,1,1995.74340820313,9,MTWARA,2,NEWALA,30,4,2015
7811-001,3,17,90223101002,1,1995.74340820313,9,MTWARA,2,NEWALA,30,4,2015
7821-001,3,17,90308305008,1,1261.84350585938,9,MTWARA,3,MASASI,7,7,2015
7822-001,3,17,90308305008,1,1261.84350585938,9,MTWARA,3,MASASI,7,7,2015
7823-001,3,17,90308305008,1,1261.84350585938,9,MTWARA,3,MASASI,7,7,2015
7824-001,3,17,90308305008,1,1261.84350585938,9,MTWARA,3,MASASI,7,7,2015
7825-001,3,17,90308305008,1,1261.84350585938,9,MTWARA,3,MASASI,8,7,2015
7826-001,3,17,90308305008,1,1261.84350585938,9,MTWARA,3,MASASI,8,7,2015
7827-001,3,17,90308305008,1,1261.84350585938,9,MTWARA,3,MASASI,9,7,2015
7828-001,3,17,90308305008,1,1261.84350585938,9,MTWARA,3,MASASI,7,7,2015
7840-001,3,17,90403101002,1,4191.06103515625,9,MTWARA,4,TANDAHIMBA,7,8,2015
7841-001,3,17,90403101002,1,4191.06103515625,9,MTWARA,4,TANDAHIMBA,7,8,2015
7842-001,3,17,90403101002,1,4191.06103515625,9,MTWARA,4,TANDAHIMBA,7,8,2015
7843-001,3,17,90403101002,1,4191.06103515625,9,MTWARA,4,TANDAHIMBA,7,8,2015
7844-001,3,17,90403101002,1,4191.06103515625,9,MTWARA,4,TANDAHIMBA,7,8,2015
7845-001,3,17,90403101002,1,4191.06103515625,9,MTWARA,4,TANDAHIMBA,7,8,2015
7846-001,3,17,90403101002,1,4191.06103515625,9,MTWARA,4,TANDAHIMBA,7,8,2015
7847-001,3,17,90403101002,1,4191.06103515625,9,MTWARA,4,TANDAHIMBA,7,8,2015
7859-001,3,17,90422101003,1,2257.49682617188,9,MTWARA,4,TANDAHIMBA,4,8,2015
7860-001,3,17,90422101003,1,2257.49682617188,9,MTWARA,4,TANDAHIMBA,4,8,2015
7861-001,3,17,90422101003,1,2257.49682617188,9,MTWARA,4,TANDAHIMBA,4,8,2015
7862-001,3,17,90422101003,1,2257.49682617188,9,MTWARA,4,TANDAHIMBA,4,8,2015
7863-001,3,17,90422101003,1,2257.49682617188,9,MTWARA,4,TANDAHIMBA,4,8,2015
7864-001,3,17,90422101003,1,2257.49682617188,9,MTWARA,4,TANDAHIMBA,4,8,2015
7865-001,3,17,90422101003,1,2257.49682617188,9,MTWARA,4,TANDAHIMBA,5,8,2015
7866-001,3,17,90422101003,1,2257.49682617188,9,MTWARA,4,TANDAHIMBA,5,8,2015
7878-001,2,16,90505205003,2,2717.35815429688,9,MTWARA,5,MTWARA MANISPAA,9,5,2015
7879-001,2,16,90505205003,2,2717.35815429688,9,MTWARA,5,MTWARA MANISPAA,9,5,2015
7880-001,2,16,90505205003,2,2717.35815429688,9,MTWARA,5,MTWARA MANISPAA,9,5,2015
7881-001,2,16,90505205003,2,2717.35815429688,9,MTWARA,5,MTWARA MANISPAA,9,5,2015
7882-001,2,16,90505205003,2,2717.35815429688,9,MTWARA,5,MTWARA MANISPAA,9,5,2015
7884-001,2,16,90505205003,2,2717.35815429688,9,MTWARA,5,MTWARA MANISPAA,10,5,2015
7885-001,2,16,90505205003,2,2717.35815429688,9,MTWARA,5,MTWARA MANISPAA,10,5,2015
7887-001,2,16,90505205003,2,2717.35815429688,9,MTWARA,5,MTWARA MANISPAA,10,5,2015
7897-001,3,17,90609102002,1,2729.06298828125,9,MTWARA,6,NANYUMBU,28,7,2015
7898-001,3,17,90609102002,1,2729.06298828125,9,MTWARA,6,NANYUMBU,27,7,2015
7899-001,3,17,90609102002,1,2729.06298828125,9,MTWARA,6,NANYUMBU,27,7,2015
7900-001,3,17,90609102002,1,2729.06298828125,9,MTWARA,6,NANYUMBU,28,7,2015
7901-001,3,17,90609102002,1,2729.06298828125,9,MTWARA,6,NANYUMBU,28,7,2015
7902-001,3,17,90609102002,1,2729.06298828125,9,MTWARA,6,NANYUMBU,28,7,2015
7903-001,3,17,90609102002,1,2729.06298828125,9,MTWARA,6,NANYUMBU,27,7,2015
7904-001,3,17,90609102002,1,2729.06298828125,9,MTWARA,6,NANYUMBU,28,7,2015
7916-001,3,37,190114102004,1,2722.78100585938,19,MWANZA,1,UKEREWE,31,5,2015
7917-001,3,37,190114102004,1,2722.78100585938,19,MWANZA,1,UKEREWE,31,5,2015
7918-001,3,37,190114102004,1,2722.78100585938,19,MWANZA,1,UKEREWE,31,5,2015
7919-001,3,37,190114102004,1,2722.78100585938,19,MWANZA,1,UKEREWE,31,5,2015
7920-001,3,37,190114102004,1,2722.78100585938,19,MWANZA,1,UKEREWE,31,5,2015
7921-001,3,37,190114102004,1,2722.78100585938,19,MWANZA,1,UKEREWE,31,5,2015
7922-001,3,37,190114102004,1,2722.78100585938,19,MWANZA,1,UKEREWE,1,6,2015
7923-001,3,37,190114102004,1,2722.78100585938,19,MWANZA,1,UKEREWE,1,6,2015
7935-001,3,37,190210102002,1,2684.7998046875,19,MWANZA,2,MAGU,13,6,2015
7936-001,3,37,190210102002,1,2684.7998046875,19,MWANZA,2,MAGU,13,6,2015
7937-001,3,37,190210102002,1,2684.7998046875,19,MWANZA,2,MAGU,13,6,2015
7938-001,3,37,190210102002,1,2684.7998046875,19,MWANZA,2,MAGU,13,6,2015
7939-001,3,37,190210102002,1,2684.7998046875,19,MWANZA,2,MAGU,14,6,2015
7940-001,3,37,190210102002,1,2684.7998046875,19,MWANZA,2,MAGU,14,6,2015
7941-001,3,37,190210102002,1,2684.7998046875,19,MWANZA,2,MAGU,13,6,2015
7942-001,3,37,190210102002,1,2684.7998046875,19,MWANZA,2,MAGU,13,6,2015
7954-001,2,36,190306202006,2,6134.98779296875,19,MWANZA,3,NYAMAGANA MANISPAA,28,6,2015
7955-001,2,36,190306202006,2,6134.98779296875,19,MWANZA,3,NYAMAGANA MANISPAA,27,6,2015
7956-001,2,36,190306202006,2,6134.98779296875,19,MWANZA,3,NYAMAGANA MANISPAA,27,6,2015
7957-001,2,36,190306202006,2,6134.98779296875,19,MWANZA,3,NYAMAGANA MANISPAA,27,6,2015
7958-001,2,36,190306202006,2,6134.98779296875,19,MWANZA,3,NYAMAGANA MANISPAA,27,6,2015
7960-001,2,36,190306202006,2,6134.98779296875,19,MWANZA,3,NYAMAGANA MANISPAA,27,6,2015
7962-001,2,36,190306202006,2,6134.98779296875,19,MWANZA,3,NYAMAGANA MANISPAA,27,6,2015
7963-001,2,36,190306202006,2,6134.98779296875,19,MWANZA,3,NYAMAGANA MANISPAA,28,6,2015
7973-001,3,37,190416104003,1,3219.3447265625,19,MWANZA,4,KWIMBA,5,6,2015
7974-001,3,37,190416104003,1,3219.3447265625,19,MWANZA,4,KWIMBA,5,6,2015
7975-001,3,37,190416104003,1,3219.3447265625,19,MWANZA,4,KWIMBA,6,6,2015
7976-001,3,37,190416104003,1,3219.3447265625,19,MWANZA,4,KWIMBA,6,6,2015
7977-001,3,37,190416104003,1,3219.3447265625,19,MWANZA,4,KWIMBA,5,6,2015
7978-001,3,37,190416104003,1,3219.3447265625,19,MWANZA,4,KWIMBA,5,6,2015
7979-001,3,37,190416104003,1,3219.3447265625,19,MWANZA,4,KWIMBA,5,6,2015
7980-001,3,37,190416104003,1,3219.3447265625,19,MWANZA,4,KWIMBA,5,6,2015
7992-001,2,36,190425214004,2,3225.09790039063,19,MWANZA,4,KWIMBA,10,6,2015
7993-001,2,36,190425214004,2,3225.09790039063,19,MWANZA,4,KWIMBA,10,6,2015
7995-001,2,36,190425214004,2,3225.09790039063,19,MWANZA,4,KWIMBA,11,6,2015
7996-001,2,36,190425214004,2,3225.09790039063,19,MWANZA,4,KWIMBA,10,6,2015
7997-001,2,36,190425214004,2,3225.09790039063,19,MWANZA,4,KWIMBA,10,6,2015
7998-001,2,36,190425214004,2,3225.09790039063,19,MWANZA,4,KWIMBA,11,6,2015
8000-001,2,36,190425214004,2,3225.09790039063,19,MWANZA,4,KWIMBA,10,6,2015
8001-001,2,36,190425214004,2,3225.09790039063,19,MWANZA,4,KWIMBA,10,6,2015
8011-001,3,37,190509104003,1,2630.79541015625,19,MWANZA,5,SENGEREMA,4,7,2015
8012-001,3,37,190509104003,1,2630.79541015625,19,MWANZA,5,SENGEREMA,4,7,2015
8013-001,3,37,190509104003,1,2630.79541015625,19,MWANZA,5,SENGEREMA,4,7,2015
8014-001,3,37,190509104003,1,2630.79541015625,19,MWANZA,5,SENGEREMA,4,7,2015
8015-001,3,37,190509104003,1,2630.79541015625,19,MWANZA,5,SENGEREMA,5,7,2015
8016-001,3,37,190509104003,1,2630.79541015625,19,MWANZA,5,SENGEREMA,4,7,2015
8017-001,3,37,190509104003,1,2630.79541015625,19,MWANZA,5,SENGEREMA,4,7,2015
8018-001,3,37,190509104003,1,2630.79541015625,19,MWANZA,5,SENGEREMA,4,7,2015
8030-001,3,37,190523102008,1,3721.0498046875,19,MWANZA,5,SENGEREMA,8,7,2015
8032-001,3,37,190523102008,1,3721.0498046875,19,MWANZA,5,SENGEREMA,8,7,2015
8033-001,3,37,190523102008,1,3721.0498046875,19,MWANZA,5,SENGEREMA,8,7,2015
8035-001,3,37,190523102008,1,3721.0498046875,19,MWANZA,5,SENGEREMA,9,7,2015
8036-001,3,37,190523102008,1,3721.0498046875,19,MWANZA,5,SENGEREMA,8,7,2015
8037-001,3,37,190523102008,1,3721.0498046875,19,MWANZA,5,SENGEREMA,9,7,2015
8038-001,3,37,190523102008,1,3721.0498046875,19,MWANZA,5,SENGEREMA,8,7,2015
8039-001,3,37,190523102008,1,3721.0498046875,19,MWANZA,5,SENGEREMA,9,7,2015
8050-001,2,36,190606206006,2,6594.95556640625,19,MWANZA,6,ILEMELA MANISPAA,26,5,2015
8052-001,2,36,190606206006,2,6594.95556640625,19,MWANZA,6,ILEMELA MANISPAA,26,5,2015
8053-001,2,36,190606206006,2,6594.95556640625,19,MWANZA,6,ILEMELA MANISPAA,26,5,2015
8054-001,2,36,190606206006,2,6594.95556640625,19,MWANZA,6,ILEMELA MANISPAA,27,5,2015
8055-001,2,36,190606206006,2,6594.95556640625,19,MWANZA,6,ILEMELA MANISPAA,26,5,2015
8056-001,2,36,190606206006,2,6594.95556640625,19,MWANZA,6,ILEMELA MANISPAA,26,5,2015
8059-001,2,36,190606206006,2,6594.95556640625,19,MWANZA,6,ILEMELA MANISPAA,26,5,2015
8060-001,2,36,190606206006,2,6594.95556640625,19,MWANZA,6,ILEMELA MANISPAA,27,5,2015
8068-001,3,37,190714101006,1,2652.53759765625,19,MWANZA,7,MISUNGWI,30,6,2015
8069-001,3,37,190714101006,1,2652.53759765625,19,MWANZA,7,MISUNGWI,30,6,2015
8070-001,3,37,190714101006,1,2652.53759765625,19,MWANZA,7,MISUNGWI,30,6,2015
8071-001,3,37,190714101006,1,2652.53759765625,19,MWANZA,7,MISUNGWI,30,6,2015
8073-001,3,37,190714101006,1,2652.53759765625,19,MWANZA,7,MISUNGWI,1,7,2015
8074-001,3,37,190714101006,1,2652.53759765625,19,MWANZA,7,MISUNGWI,30,6,2015
8076-001,3,37,190714101006,1,2652.53759765625,19,MWANZA,7,MISUNGWI,30,6,2015
8079-001,3,37,190714101006,1,2652.53759765625,19,MWANZA,7,MISUNGWI,1,7,2015
8087-001,3,43,220201106004,1,6185.50146484375,22,NJOMBE,2,WANG'ING'OMBE,17,5,2015
8088-001,3,43,220201106004,1,6185.50146484375,22,NJOMBE,2,WANG'ING'OMBE,17,5,2015
8089-001,3,43,220201106004,1,6185.50146484375,22,NJOMBE,2,WANG'ING'OMBE,17,5,2015
8090-001,3,43,220201106004,1,6185.50146484375,22,NJOMBE,2,WANG'ING'OMBE,17,5,2015
8091-001,3,43,220201106004,1,6185.50146484375,22,NJOMBE,2,WANG'ING'OMBE,17,5,2015
8092-001,3,43,220201106004,1,6185.50146484375,22,NJOMBE,2,WANG'ING'OMBE,17,5,2015
8093-001,3,43,220201106004,1,6185.50146484375,22,NJOMBE,2,WANG'ING'OMBE,17,5,2015
8094-001,3,43,220201106004,1,6185.50146484375,22,NJOMBE,2,WANG'ING'OMBE,17,5,2015
8106-001,3,43,220403104006,1,3338.4091796875,22,NJOMBE,4,NJOMBE,16,7,2015
8107-001,3,43,220403104006,1,3338.4091796875,22,NJOMBE,4,NJOMBE,16,7,2015
8108-001,3,43,220403104006,1,3338.4091796875,22,NJOMBE,4,NJOMBE,17,7,2015
8109-001,3,43,220403104006,1,3338.4091796875,22,NJOMBE,4,NJOMBE,17,7,2015
8110-001,3,43,220403104006,1,3338.4091796875,22,NJOMBE,4,NJOMBE,16,7,2015
8111-001,3,43,220403104006,1,3338.4091796875,22,NJOMBE,4,NJOMBE,16,7,2015
8112-001,3,43,220403104006,1,3338.4091796875,22,NJOMBE,4,NJOMBE,16,7,2015
8113-001,3,43,220403104006,1,3338.4091796875,22,NJOMBE,4,NJOMBE,17,7,2015
8125-001,2,42,220602201003,2,1623.17944335938,22,NJOMBE,6,MAKAMBAKO MJI,16,5,2015
8126-001,2,42,220602201003,2,1623.17944335938,22,NJOMBE,6,MAKAMBAKO MJI,16,5,2015
8127-001,2,42,220602201003,2,1623.17944335938,22,NJOMBE,6,MAKAMBAKO MJI,16,5,2015
8128-001,2,42,220602201003,2,1623.17944335938,22,NJOMBE,6,MAKAMBAKO MJI,16,5,2015
8129-001,2,42,220602201003,2,1623.17944335938,22,NJOMBE,6,MAKAMBAKO MJI,16,5,2015
8130-001,2,42,220602201003,2,1623.17944335938,22,NJOMBE,6,MAKAMBAKO MJI,16,5,2015
8131-001,2,42,220602201003,2,1623.17944335938,22,NJOMBE,6,MAKAMBAKO MJI,16,5,2015
8132-001,2,42,220602201003,2,1623.17944335938,22,NJOMBE,6,MAKAMBAKO MJI,16,5,2015
8144-001,2,11,60105302305,2,6321.302734375,6,PWANI,1,BAGAMOYO,27,5,2015
8145-001,2,11,60105302305,2,6321.302734375,6,PWANI,1,BAGAMOYO,27,5,2015
8146-001,2,11,60105302305,2,6321.302734375,6,PWANI,1,BAGAMOYO,27,5,2015
8147-001,2,11,60105302305,2,6321.302734375,6,PWANI,1,BAGAMOYO,27,5,2015
8148-001,2,11,60105302305,2,6321.302734375,6,PWANI,1,BAGAMOYO,27,5,2015
8149-001,2,11,60105302305,2,6321.302734375,6,PWANI,1,BAGAMOYO,27,5,2015
8150-001,2,11,60105302305,2,6321.302734375,6,PWANI,1,BAGAMOYO,28,5,2015
8151-001,2,11,60105302305,2,6321.302734375,6,PWANI,1,BAGAMOYO,28,5,2015
8163-001,3,12,60115304001,1,2909.34985351563,6,PWANI,1,BAGAMOYO,30,5,2015
8164-001,3,12,60115304001,1,2909.34985351563,6,PWANI,1,BAGAMOYO,30,5,2015
8167-001,3,12,60115304001,1,2909.34985351563,6,PWANI,1,BAGAMOYO,31,5,2015
8168-001,3,12,60115304001,1,2909.34985351563,6,PWANI,1,BAGAMOYO,31,5,2015
8169-001,3,12,60115304001,1,2909.34985351563,6,PWANI,1,BAGAMOYO,31,5,2015
8170-001,3,12,60115304001,1,2909.34985351563,6,PWANI,1,BAGAMOYO,31,5,2015
8171-001,3,12,60115304001,1,2909.34985351563,6,PWANI,1,BAGAMOYO,30,5,2015
8173-001,3,12,60115304001,1,2909.34985351563,6,PWANI,1,BAGAMOYO,30,5,2015
8182-001,3,12,60408101006,1,4595.06005859375,6,PWANI,4,MKURANGA,26,8,2015
8183-001,3,12,60408101006,1,4595.06005859375,6,PWANI,4,MKURANGA,26,8,2015
8184-001,3,12,60408101006,1,4595.06005859375,6,PWANI,4,MKURANGA,26,8,2015
8185-001,3,12,60408101006,1,4595.06005859375,6,PWANI,4,MKURANGA,26,8,2015
8186-001,3,12,60408101006,1,4595.06005859375,6,PWANI,4,MKURANGA,26,8,2015
8187-001,3,12,60408101006,1,4595.06005859375,6,PWANI,4,MKURANGA,26,8,2015
8188-001,3,12,60408101006,1,4595.06005859375,6,PWANI,4,MKURANGA,27,8,2015
8189-001,3,12,60408101006,1,4595.06005859375,6,PWANI,4,MKURANGA,26,8,2015
8201-001,2,11,60508301305,2,2922.66723632813,6,PWANI,5,RUFIJI,31,8,2015
8202-001,2,11,60508301305,2,2922.66723632813,6,PWANI,5,RUFIJI,31,8,2015
8203-001,2,11,60508301305,2,2922.66723632813,6,PWANI,5,RUFIJI,31,8,2015
8204-001,2,11,60508301305,2,2922.66723632813,6,PWANI,5,RUFIJI,31,8,2015
8205-001,2,11,60508301305,2,2922.66723632813,6,PWANI,5,RUFIJI,31,8,2015
8206-001,2,11,60508301305,2,2922.66723632813,6,PWANI,5,RUFIJI,31,8,2015
8208-001,2,11,60508301305,2,2922.66723632813,6,PWANI,5,RUFIJI,31,8,2015
8213-001,2,11,60508301305,2,2922.66723632813,6,PWANI,5,RUFIJI,31,8,2015
8220-001,3,29,150209106001,1,4253.05517578125,15,RUKWA,2,SUMBAWANGA,13,6,2015
8221-001,3,29,150209106001,1,4253.05517578125,15,RUKWA,2,SUMBAWANGA,13,6,2015
8222-001,3,29,150209106001,1,4253.05517578125,15,RUKWA,2,SUMBAWANGA,13,6,2015
