y4_hhid,domain,strataid,clusterid,clustertype,y4_weights,regcode,regname,discode,disname,intdy,intmo,intyr
2770-001,4,50,550126202001,2,229.437606811523,55,KUSINI PEMBA,1,CHAKE CHAKE,23,1,2015
2771-001,4,50,550126202001,2,229.437606811523,55,KUSINI PEMBA,1,CHAKE CHAKE,23,1,2015
2772-001,4,50,550126202001,2,229.437606811523,55,KUSINI PEMBA,1,CHAKE CHAKE,24,1,2015
2773-001,4,50,550126202001,2,229.437606811523,55,KUSINI PEMBA,1,CHAKE CHAKE,24,1,2015
2774-001,4,50,550126202001,2,229.437606811523,55,KUSINI PEMBA,1,CHAKE CHAKE,23,1,2015
2786-001,4,51,550227101002,1,907.587341308594,55,KUSINI PEMBA,2,MKOANI,7,2,2015
2787-001,4,51,550227101002,1,907.587341308594,55,KUSINI PEMBA,2,MKOANI,7,2,2015
2788-001,4,51,550227101002,1,907.587341308594,55,KUSINI PEMBA,2,MKOANI,7,2,2015
2789-001,4,51,550227101002,1,907.587341308594,55,KUSINI PEMBA,2,MKOANI,7,2,2015
2790-001,4,51,550227101002,1,907.587341308594,55,KUSINI PEMBA,2,MKOANI,8,2,2015
2791-001,4,51,550227101002,1,907.587341308594,55,KUSINI PEMBA,2,MKOANI,8,2,2015
2792-001,4,51,550227101002,1,907.587341308594,55,KUSINI PEMBA,2,MKOANI,9,2,2015
2793-001,4,51,550227101002,1,907.587341308594,55,KUSINI PEMBA,2,MKOANI,7,2,2015
2805-001,4,51,520113101001,1,1330.92150878906,52,KUSINI UNGUJA,1,KATI,10,3,2015
2806-001,4,51,520113101001,1,1330.92150878906,52,KUSINI UNGUJA,1,KATI,11,3,2015
2807-001,4,51,520113101001,1,1330.92150878906,52,KUSINI UNGUJA,1,KATI,10,3,2015
2808-001,4,51,520113101001,1,1330.92150878906,52,KUSINI UNGUJA,1,KATI,11,3,2015
2809-001,4,51,520113101001,1,1330.92150878906,52,KUSINI UNGUJA,1,KATI,10,3,2015
2810-001,4,51,520113101001,1,1330.92150878906,52,KUSINI UNGUJA,1,KATI,11,3,2015
2811-001,4,51,520113101001,1,1330.92150878906,52,KUSINI UNGUJA,1,KATI,10,3,2015
2812-001,4,51,520113101001,1,1330.92150878906,52,KUSINI UNGUJA,1,KATI,11,3,2015
2824-001,4,51,520209101002,1,1174.34252929688,52,KUSINI UNGUJA,2,KUSINI,10,12,2014
2825-001,4,51,520209101002,1,1174.34252929688,52,KUSINI UNGUJA,2,KUSINI,10,12,2014
2826-001,4,51,520209101002,1,1174.34252929688,52,KUSINI UNGUJA,2,KUSINI,10,12,2014
2827-001,4,51,520209101002,1,1174.34252929688,52,KUSINI UNGUJA,2,KUSINI,12,12,2014
2828-001,4,51,520209101002,1,1174.34252929688,52,KUSINI UNGUJA,2,KUSINI,11,12,2014
2829-001,4,51,520209101002,1,1174.34252929688,52,KUSINI UNGUJA,2,KUSINI,10,12,2014
2833-001,4,51,520209101002,1,1174.34252929688,52,KUSINI UNGUJA,2,KUSINI,12,12,2014
2834-001,4,51,520209101002,1,1174.34252929688,52,KUSINI UNGUJA,2,KUSINI,12,12,2014
2843-001,3,15,80113102002,1,5145.564453125,8,LINDI,1,KILWA,24,11,2014
2844-001,3,15,80113102002,1,5145.564453125,8,LINDI,1,KILWA,24,11,2014
2845-001,3,15,80113102002,1,5145.564453125,8,LINDI,1,KILWA,24,11,2014
2846-001,3,15,80113102002,1,5145.564453125,8,LINDI,1,KILWA,24,11,2014
2847-001,3,15,80113102002,1,5145.564453125,8,LINDI,1,KILWA,24,11,2014
2848-001,3,15,80113102002,1,5145.564453125,8,LINDI,1,KILWA,25,11,2014
2849-001,3,15,80113102002,1,5145.564453125,8,LINDI,1,KILWA,25,11,2014
2850-001,3,15,80113102002,1,5145.564453125,8,LINDI,1,KILWA,25,11,2014
2862-001,2,14,80118302301,2,3596.92114257813,8,LINDI,1,KILWA,4,3,2015
2863-001,2,14,80118302301,2,3596.92114257813,8,LINDI,1,KILWA,4,3,2015
2864-001,2,14,80118302301,2,3596.92114257813,8,LINDI,1,KILWA,4,3,2015
2865-001,2,14,80118302301,2,3596.92114257813,8,LINDI,1,KILWA,4,3,2015
2866-001,2,14,80118302301,2,3596.92114257813,8,LINDI,1,KILWA,4,3,2015
2867-001,2,14,80118302301,2,3596.92114257813,8,LINDI,1,KILWA,4,3,2015
2868-001,2,14,80118302301,2,3596.92114257813,8,LINDI,1,KILWA,4,3,2015
2872-001,2,14,80118302301,2,3596.92114257813,8,LINDI,1,KILWA,4,3,2015
2881-001,3,15,80214103007,1,2097.9912109375,8,LINDI,2,LINDI,29,1,2015
2882-001,3,15,80214103007,1,2097.9912109375,8,LINDI,2,LINDI,29,1,2015
2884-001,3,15,80214103007,1,2097.9912109375,8,LINDI,2,LINDI,29,1,2015
2885-001,3,15,80214103007,1,2097.9912109375,8,LINDI,2,LINDI,29,1,2015
2886-001,3,15,80214103007,1,2097.9912109375,8,LINDI,2,LINDI,30,1,2015
2887-001,3,15,80214103007,1,2097.9912109375,8,LINDI,2,LINDI,30,1,2014
2888-001,3,15,80214103007,1,2097.9912109375,8,LINDI,2,LINDI,30,1,2015
2892-001,3,15,80214103007,1,2097.9912109375,8,LINDI,2,LINDI,29,1,2015
2900-001,3,15,80311103003,1,2795.73974609375,8,LINDI,3,NACHINGWEA,8,10,2014
2901-001,3,15,80311103003,1,2795.73974609375,8,LINDI,3,NACHINGWEA,8,10,2014
2902-001,3,15,80311103003,1,2795.73974609375,8,LINDI,3,NACHINGWEA,8,10,2014
2903-001,3,15,80311103003,1,2795.73974609375,8,LINDI,3,NACHINGWEA,8,10,2014
2904-001,3,15,80311103003,1,2795.73974609375,8,LINDI,3,NACHINGWEA,8,10,2014
2905-001,3,15,80311103003,1,2795.73974609375,8,LINDI,3,NACHINGWEA,8,10,2014
2906-001,3,15,80311103003,1,2795.73974609375,8,LINDI,3,NACHINGWEA,9,10,2014
2907-001,3,15,80311103003,1,2795.73974609375,8,LINDI,3,NACHINGWEA,9,10,2014
2919-001,3,15,80415101002,1,2055.72729492188,8,LINDI,4,LIWALE,14,10,2014
2920-001,3,15,80415101002,1,2055.72729492188,8,LINDI,4,LIWALE,14,10,2014
2921-001,3,15,80415101002,1,2055.72729492188,8,LINDI,4,LIWALE,14,10,2014
2922-001,3,15,80415101002,1,2055.72729492188,8,LINDI,4,LIWALE,14,10,2014
2923-001,3,15,80415101002,1,2055.72729492188,8,LINDI,4,LIWALE,14,10,2014
2924-001,3,15,80415101002,1,2055.72729492188,8,LINDI,4,LIWALE,15,10,2014
2925-001,3,15,80415101002,1,2055.72729492188,8,LINDI,4,LIWALE,15,10,2014
2926-001,3,15,80415101002,1,2055.72729492188,8,LINDI,4,LIWALE,15,10,2014
2938-001,3,41,210201101006,1,3404.10815429688,21,MANYARA,2,HANANG,5,12,2014
2939-001,3,41,210201101006,1,3404.10815429688,21,MANYARA,2,HANANG,4,12,2014
2940-001,3,41,210201101006,1,3404.10815429688,21,MANYARA,2,HANANG,4,12,2014
2941-001,3,41,210201101006,1,3404.10815429688,21,MANYARA,2,HANANG,4,12,2014
2942-001,3,41,210201101006,1,3404.10815429688,21,MANYARA,2,HANANG,4,12,2014
2943-001,3,41,210201101006,1,3404.10815429688,21,MANYARA,2,HANANG,4,12,2014
2944-001,3,41,210201101006,1,3404.10815429688,21,MANYARA,2,HANANG,4,12,2014
2945-001,3,41,210201101006,1,3404.10815429688,21,MANYARA,2,HANANG,5,12,2014
2957-001,3,41,210323102003,1,6131.71240234375,21,MANYARA,3,MBULU,30,11,2014
2958-001,3,41,210323102003,1,6131.71240234375,21,MANYARA,3,MBULU,1,12,2014
2959-001,3,41,210323102003,1,6131.71240234375,21,MANYARA,3,MBULU,1,12,2014
2960-001,3,41,210323102003,1,6131.71240234375,21,MANYARA,3,MBULU,30,11,2014
2961-001,3,41,210323102003,1,6131.71240234375,21,MANYARA,3,MBULU,1,12,2014
2962-001,3,41,210323102003,1,6131.71240234375,21,MANYARA,3,MBULU,30,11,2014
2963-001,3,41,210323102003,1,6131.71240234375,21,MANYARA,3,MBULU,30,11,2014
2964-001,3,41,210323102003,1,6131.71240234375,21,MANYARA,3,MBULU,30,11,2014
2976-001,2,40,210326202001,2,2846.36938476563,21,MANYARA,3,MBULU,28,11,2014
2977-001,2,40,210326202001,2,2846.36938476563,21,MANYARA,3,MBULU,28,11,2014
2978-001,2,40,210326202001,2,2846.36938476563,21,MANYARA,3,MBULU,28,11,2014
2979-001,2,40,210326202001,2,2846.36938476563,21,MANYARA,3,MBULU,29,11,2014
2980-001,2,40,210326202001,2,2846.36938476563,21,MANYARA,3,MBULU,28,11,2014
2981-001,2,40,210326202001,2,2846.36938476563,21,MANYARA,3,MBULU,29,11,2014
2982-001,2,40,210326202001,2,2846.36938476563,21,MANYARA,3,MBULU,29,11,2014
2983-001,2,40,210326202001,2,2846.36938476563,21,MANYARA,3,MBULU,28,11,2014
2995-001,3,41,210513104004,1,4661.0986328125,21,MANYARA,5,KITETO,9,11,2014
2996-001,3,41,210513104004,1,4661.0986328125,21,MANYARA,5,KITETO,9,11,2014
2997-001,3,41,210513104004,1,4661.0986328125,21,MANYARA,5,KITETO,8,11,2014
2998-001,3,41,210513104004,1,4661.0986328125,21,MANYARA,5,KITETO,8,11,2014
2999-001,3,41,210513104004,1,4661.0986328125,21,MANYARA,5,KITETO,9,11,2014
3000-001,3,41,210513104004,1,4661.0986328125,21,MANYARA,5,KITETO,8,11,2014
3001-001,3,41,210513104004,1,4661.0986328125,21,MANYARA,5,KITETO,9,11,2014
3002-001,3,41,210513104004,1,4661.0986328125,21,MANYARA,5,KITETO,8,11,2014
3015-001,3,39,200112103013,1,3703.92407226563,20,MARA,1,TARIME,19,1,2015
3016-001,3,39,200112103013,1,3703.92407226563,20,MARA,1,TARIME,19,1,2015
3017-001,3,39,200112103013,1,3703.92407226563,20,MARA,1,TARIME,19,1,2015
3018-001,3,39,200112103013,1,3703.92407226563,20,MARA,1,TARIME,19,1,2015
3019-001,3,39,200112103013,1,3703.92407226563,20,MARA,1,TARIME,20,1,2015
3020-001,3,39,200112103013,1,3703.92407226563,20,MARA,1,TARIME,19,1,2015
3021-001,3,39,200112103013,1,3703.92407226563,20,MARA,1,TARIME,20,1,2015
3022-001,3,39,200112103013,1,3703.92407226563,20,MARA,1,TARIME,19,1,2015
3033-001,3,39,200222101001,1,4155.4306640625,20,MARA,2,SERENGETI,25,1,2015
3034-001,3,39,200222101001,1,4155.4306640625,20,MARA,2,SERENGETI,24,1,2015
3035-001,3,39,200222101001,1,4155.4306640625,20,MARA,2,SERENGETI,24,1,2015
3037-001,3,39,200222101001,1,4155.4306640625,20,MARA,2,SERENGETI,24,1,2015
3038-001,3,39,200222101001,1,4155.4306640625,20,MARA,2,SERENGETI,24,1,2015
3039-001,3,39,200222101001,1,4155.4306640625,20,MARA,2,SERENGETI,24,1,2015
3040-001,3,39,200222101001,1,4155.4306640625,20,MARA,2,SERENGETI,24,1,2015
3042-001,3,39,200222101001,1,4155.4306640625,20,MARA,2,SERENGETI,25,1,2015
3052-001,2,38,200401301304,2,3673.5087890625,20,MARA,4,BUNDA,7,11,2014
3053-001,2,38,200401301304,2,3673.5087890625,20,MARA,4,BUNDA,8,11,2014
3054-001,2,38,200401301304,2,3673.5087890625,20,MARA,4,BUNDA,8,11,2014
3055-001,2,38,200401301304,2,3673.5087890625,20,MARA,4,BUNDA,7,11,2014
3056-001,2,38,200401301304,2,3673.5087890625,20,MARA,4,BUNDA,7,11,2014
3057-001,2,38,200401301304,2,3673.5087890625,20,MARA,4,BUNDA,7,11,2014
3058-001,2,38,200401301304,2,3673.5087890625,20,MARA,4,BUNDA,7,11,2014
3059-001,2,38,200401301304,2,3673.5087890625,20,MARA,4,BUNDA,7,11,2014
3071-001,3,39,200412103003,1,3745.54125976563,20,MARA,4,BUNDA,9,1,2015
3072-001,3,39,200412103003,1,3745.54125976563,20,MARA,4,BUNDA,9,1,2015
3073-001,3,39,200412103003,1,3745.54125976563,20,MARA,4,BUNDA,9,1,2015
3074-001,3,39,200412103003,1,3745.54125976563,20,MARA,4,BUNDA,9,1,2015
3075-001,3,39,200412103003,1,3745.54125976563,20,MARA,4,BUNDA,9,1,2015
3076-001,3,39,200412103003,1,3745.54125976563,20,MARA,4,BUNDA,10,1,2015
3077-001,3,39,200412103003,1,3745.54125976563,20,MARA,4,BUNDA,10,1,2015
3078-001,3,39,200412103003,1,3745.54125976563,20,MARA,4,BUNDA,9,1,2015
3090-001,3,39,200613103002,1,3153.22290039063,20,MARA,6,RORYA,20,11,2014
3091-001,3,39,200613103002,1,3153.22290039063,20,MARA,6,RORYA,21,11,2014
3092-001,3,39,200613103002,1,3153.22290039063,20,MARA,6,RORYA,20,11,2014
3093-001,3,39,200613103002,1,3153.22290039063,20,MARA,6,RORYA,20,11,2014
3094-001,3,39,200613103002,1,3153.22290039063,20,MARA,6,RORYA,21,11,2014
3095-001,3,39,200613103002,1,3153.22290039063,20,MARA,6,RORYA,20,11,2014
3096-001,3,39,200613103002,1,3153.22290039063,20,MARA,6,RORYA,20,11,2014
3097-001,3,39,200613103002,1,3153.22290039063,20,MARA,6,RORYA,21,11,2014
3109-001,3,39,200718103011,1,3335.15991210938,20,MARA,7,BUTIAMA,14,1,2015
3110-001,3,39,200718103011,1,3335.15991210938,20,MARA,7,BUTIAMA,14,1,2015
3112-001,3,39,200718103011,1,3335.15991210938,20,MARA,7,BUTIAMA,14,1,2015
3113-001,3,39,200718103011,1,3335.15991210938,20,MARA,7,BUTIAMA,14,1,2015
3114-001,3,39,200718103011,1,3335.15991210938,20,MARA,7,BUTIAMA,14,1,2015
3115-001,3,39,200718103011,1,3335.15991210938,20,MARA,7,BUTIAMA,15,1,2015
3116-001,3,39,200718103011,1,3335.15991210938,20,MARA,7,BUTIAMA,15,1,2015
3117-001,3,39,200718103011,1,3335.15991210938,20,MARA,7,BUTIAMA,14,1,2015
3128-001,3,23,120121101003,1,5027.1318359375,12,MBEYA,1,CHUNYA,6,12,2014
3129-001,3,23,120121101003,1,5027.1318359375,12,MBEYA,1,CHUNYA,6,12,2014
3130-001,3,23,120121101003,1,5027.1318359375,12,MBEYA,1,CHUNYA,6,12,2014
3131-001,3,23,120121101003,1,5027.1318359375,12,MBEYA,1,CHUNYA,6,12,2014
3132-001,3,23,120121101003,1,5027.1318359375,12,MBEYA,1,CHUNYA,6,12,2014
3133-001,3,23,120121101003,1,5027.1318359375,12,MBEYA,1,CHUNYA,6,12,2014
3134-001,3,23,120121101003,1,5027.1318359375,12,MBEYA,1,CHUNYA,7,12,2014
3135-001,3,23,120121101003,1,5027.1318359375,12,MBEYA,1,CHUNYA,6,12,2014
3147-001,2,22,120222302301,2,8883.63671875,12,MBEYA,2,MBEYA,31,10,2014
3148-001,2,22,120222302301,2,8883.63671875,12,MBEYA,2,MBEYA,30,10,2014
3149-001,2,22,120222302301,2,8883.63671875,12,MBEYA,2,MBEYA,30,10,2014
3150-001,2,22,120222302301,2,8883.63671875,12,MBEYA,2,MBEYA,30,10,2014
3151-001,2,22,120222302301,2,8883.63671875,12,MBEYA,2,MBEYA,30,10,2014
3152-001,2,22,120222302301,2,8883.63671875,12,MBEYA,2,MBEYA,31,10,2014
3153-001,2,22,120222302301,2,8883.63671875,12,MBEYA,2,MBEYA,31,10,2014
3154-001,2,22,120222302301,2,8883.63671875,12,MBEYA,2,MBEYA,30,10,2014
3166-001,3,23,120303102001,1,4148.13623046875,12,MBEYA,3,KYELA,16,12,2014
3167-001,3,23,120303102001,1,4148.13623046875,12,MBEYA,3,KYELA,16,12,2014
3168-001,3,23,120303102001,1,4148.13623046875,12,MBEYA,3,KYELA,16,12,2014
3169-001,3,23,120303102001,1,4148.13623046875,12,MBEYA,3,KYELA,19,12,2014
3170-001,3,23,120303102001,1,4148.13623046875,12,MBEYA,3,KYELA,16,12,2014
3171-001,3,23,120303102001,1,4148.13623046875,12,MBEYA,3,KYELA,16,12,2014
3172-001,3,23,120303102001,1,4148.13623046875,12,MBEYA,3,KYELA,16,12,2014
3173-001,3,23,120303102001,1,4148.13623046875,12,MBEYA,3,KYELA,16,12,2014
3185-001,3,23,120421102008,1,5189.7666015625,12,MBEYA,4,RUNGWE,21,1,2015
3186-001,3,23,120421102008,1,5189.7666015625,12,MBEYA,4,RUNGWE,22,1,2015
3187-001,3,23,120421102008,1,5189.7666015625,12,MBEYA,4,RUNGWE,21,1,2015
3188-001,3,23,120421102008,1,5189.7666015625,12,MBEYA,4,RUNGWE,22,1,2015
3189-001,3,23,120421102008,1,5189.7666015625,12,MBEYA,4,RUNGWE,21,1,2015
3190-001,3,23,120421102008,1,5189.7666015625,12,MBEYA,4,RUNGWE,21,1,2015
3191-001,3,23,120421102008,1,5189.7666015625,12,MBEYA,4,RUNGWE,21,1,2015
3192-001,3,23,120421102008,1,5189.7666015625,12,MBEYA,4,RUNGWE,21,1,2015
3204-001,3,23,120605101005,1,7423.744140625,12,MBEYA,6,MBOZI,20,11,2014
3205-001,3,23,120605101005,1,7423.744140625,12,MBEYA,6,MBOZI,21,11,2014
3206-001,3,23,120605101005,1,7423.744140625,12,MBEYA,6,MBOZI,20,11,2014
3207-001,3,23,120605101005,1,7423.744140625,12,MBEYA,6,MBOZI,20,11,2014
3208-001,3,23,120605101005,1,7423.744140625,12,MBEYA,6,MBOZI,20,11,2014
3209-001,3,23,120605101005,1,7423.744140625,12,MBEYA,6,MBOZI,20,11,2014
3210-001,3,23,120605101005,1,7423.744140625,12,MBEYA,6,MBOZI,20,11,2014
3211-001,3,23,120605101005,1,7423.744140625,12,MBEYA,6,MBOZI,20,11,2014
3223-001,3,23,120704303001,1,4271.81005859375,12,MBEYA,7,MBARALI,2,12,2014
3224-001,3,23,120704303001,1,4271.81005859375,12,MBEYA,7,MBARALI,2,12,2014
3225-001,3,23,120704303001,1,4271.81005859375,12,MBEYA,7,MBARALI,3,12,2014
3226-001,3,23,120704303001,1,4271.81005859375,12,MBEYA,7,MBARALI,2,12,2014
3227-001,3,23,120704303001,1,4271.81005859375,12,MBEYA,7,MBARALI,2,12,2014
3228-001,3,23,120704303001,1,4271.81005859375,12,MBEYA,7,MBARALI,2,12,2014
3229-001,3,23,120704303001,1,4271.81005859375,12,MBEYA,7,MBARALI,2,12,2014
3230-001,3,23,120704303001,1,4271.81005859375,12,MBEYA,7,MBARALI,2,12,2014
3242-001,2,22,120825201005,2,7534.86572265625,12,MBEYA,8,MBEYA JIJI,24,10,2014
3243-001,2,22,120825201005,2,7534.86572265625,12,MBEYA,8,MBEYA JIJI,23,10,2014
3244-001,2,22,120825201005,2,7534.86572265625,12,MBEYA,8,MBEYA JIJI,23,10,2014
3245-001,2,22,120825201005,2,7534.86572265625,12,MBEYA,8,MBEYA JIJI,22,10,2014
3246-001,2,22,120825201005,2,7534.86572265625,12,MBEYA,8,MBEYA JIJI,23,10,2014
3247-001,2,22,120825201005,2,7534.86572265625,12,MBEYA,8,MBEYA JIJI,23,10,2014
3248-001,2,22,120825201005,2,7534.86572265625,12,MBEYA,8,MBEYA JIJI,24,10,2014
3249-001,2,22,120825201005,2,7534.86572265625,12,MBEYA,8,MBEYA JIJI,24,10,2014
3261-001,3,23,120912104004,1,5896.68603515625,12,MBEYA,9,MOMBA,16,11,2014
3262-001,3,23,120912104004,1,5896.68603515625,12,MBEYA,9,MOMBA,16,11,2014
3263-001,3,23,120912104004,1,5896.68603515625,12,MBEYA,9,MOMBA,17,11,2014
3264-001,3,23,120912104004,1,5896.68603515625,12,MBEYA,9,MOMBA,16,11,2014
3265-001,3,23,120912104004,1,5896.68603515625,12,MBEYA,9,MOMBA,16,11,2014
3266-001,3,23,120912104004,1,5896.68603515625,12,MBEYA,9,MOMBA,16,11,2014
3267-001,3,23,120912104004,1,5896.68603515625,12,MBEYA,9,MOMBA,16,11,2014
3268-001,3,23,120912104004,1,5896.68603515625,12,MBEYA,9,MOMBA,16,11,2014
3280-001,4,50,530101305301,2,197.139678955078,53,MJINI MAGHARIBI,1,MAGHARIBI,30,10,2014
3282-001,4,50,530101305301,2,197.139678955078,53,MJINI MAGHARIBI,1,MAGHARIBI,1,11,2014
3283-001,4,50,530101305301,2,197.139678955078,53,MJINI MAGHARIBI,1,MAGHARIBI,31,10,2014
3284-001,4,50,530101305301,2,197.139678955078,53,MJINI MAGHARIBI,1,MAGHARIBI,30,10,2014
3285-001,4,50,530101305301,2,197.139678955078,53,MJINI MAGHARIBI,1,MAGHARIBI,30,10,2014
3286-001,4,50,530101305301,2,197.139678955078,53,MJINI MAGHARIBI,1,MAGHARIBI,30,10,2014
3287-001,4,50,530101305301,2,197.139678955078,53,MJINI MAGHARIBI,1,MAGHARIBI,31,10,2014
3291-001,4,50,530101305301,2,197.139678955078,53,MJINI MAGHARIBI,1,MAGHARIBI,1,11,2014
3299-001,4,50,530103304302,2,256.354095458984,53,MJINI MAGHARIBI,1,MAGHARIBI,15,11,2014
3300-001,4,50,530103304302,2,256.354095458984,53,MJINI MAGHARIBI,1,MAGHARIBI,15,11,2014
3301-001,4,50,530103304302,2,256.354095458984,53,MJINI MAGHARIBI,1,MAGHARIBI,18,11,2014
3302-001,4,50,530103304302,2,256.354095458984,53,MJINI MAGHARIBI,1,MAGHARIBI,15,11,2014
3304-001,4,50,530103304302,2,256.354095458984,53,MJINI MAGHARIBI,1,MAGHARIBI,18,11,2014
3305-001,4,50,530103304302,2,256.354095458984,53,MJINI MAGHARIBI,1,MAGHARIBI,15,11,2014
3306-001,4,50,530103304302,2,256.354095458984,53,MJINI MAGHARIBI,1,MAGHARIBI,15,11,2014
3308-001,4,50,530103304302,2,256.354095458984,53,MJINI MAGHARIBI,1,MAGHARIBI,19,11,2014
3319-001,4,50,530116305305,2,112.679634094238,53,MJINI MAGHARIBI,1,MAGHARIBI,21,11,2014
3320-001,4,50,530116305305,2,112.679634094238,53,MJINI MAGHARIBI,1,MAGHARIBI,20,11,2014
3321-001,4,50,530116305305,2,112.679634094238,53,MJINI MAGHARIBI,1,MAGHARIBI,21,11,2014
3322-001,4,50,530116305305,2,112.679634094238,53,MJINI MAGHARIBI,1,MAGHARIBI,20,11,2014
3323-001,4,50,530116305305,2,112.679634094238,53,MJINI MAGHARIBI,1,MAGHARIBI,20,11,2014
3324-001,4,50,530116305305,2,112.679634094238,53,MJINI MAGHARIBI,1,MAGHARIBI,21,11,2014
3325-001,4,50,530116305305,2,112.679634094238,53,MJINI MAGHARIBI,1,MAGHARIBI,20,11,2014
3326-001,4,50,530116305305,2,112.679634094238,53,MJINI MAGHARIBI,1,MAGHARIBI,21,11,2014
3337-001,4,50,530122206001,2,286.787261962891,53,MJINI MAGHARIBI,1,MAGHARIBI,19,12,2014
3338-001,4,50,530122206001,2,286.787261962891,53,MJINI MAGHARIBI,1,MAGHARIBI,18,12,2014
3339-001,4,50,530122206001,2,286.787261962891,53,MJINI MAGHARIBI,1,MAGHARIBI,18,12,2014
3340-001,4,50,530122206001,2,286.787261962891,53,MJINI MAGHARIBI,1,MAGHARIBI,18,12,2014
3341-001,4,50,530122206001,2,286.787261962891,53,MJINI MAGHARIBI,1,MAGHARIBI,19,12,2014
3342-001,4,50,530122206001,2,286.787261962891,53,MJINI MAGHARIBI,1,MAGHARIBI,18,12,2014
3343-001,4,50,530122206001,2,286.787261962891,53,MJINI MAGHARIBI,1,MAGHARIBI,19,12,2014
3344-001,4,50,530122206001,2,286.787261962891,53,MJINI MAGHARIBI,1,MAGHARIBI,19,12,2014
3356-001,4,50,530124201003,2,425.512268066406,53,MJINI MAGHARIBI,1,MAGHARIBI,19,3,2015
3357-001,4,50,530124201003,2,425.512268066406,53,MJINI MAGHARIBI,1,MAGHARIBI,20,3,2015
3358-001,4,50,530124201003,2,425.512268066406,53,MJINI MAGHARIBI,1,MAGHARIBI,19,3,2015
3360-001,4,50,530124201003,2,425.512268066406,53,MJINI MAGHARIBI,1,MAGHARIBI,19,3,2015
3362-001,4,50,530124201003,2,425.512268066406,53,MJINI MAGHARIBI,1,MAGHARIBI,19,3,2015
3363-001,4,50,530124201003,2,425.512268066406,53,MJINI MAGHARIBI,1,MAGHARIBI,20,3,2015
3364-001,4,50,530124201003,2,425.512268066406,53,MJINI MAGHARIBI,1,MAGHARIBI,20,3,2015
3366-001,4,50,530124201003,2,425.512268066406,53,MJINI MAGHARIBI,1,MAGHARIBI,20,3,2015
3375-001,4,50,530125307303,2,288.900421142578,53,MJINI MAGHARIBI,1,MAGHARIBI,4,12,2014
3377-001,4,50,530125307303,2,288.900421142578,53,MJINI MAGHARIBI,1,MAGHARIBI,4,12,2014
3378-001,4,50,530125307303,2,288.900421142578,53,MJINI MAGHARIBI,1,MAGHARIBI,3,12,2014
3379-001,4,50,530125307303,2,288.900421142578,53,MJINI MAGHARIBI,1,MAGHARIBI,3,12,2014
3380-001,4,50,530125307303,2,288.900421142578,53,MJINI MAGHARIBI,1,MAGHARIBI,4,12,2014
3381-001,4,50,530125307303,2,288.900421142578,53,MJINI MAGHARIBI,1,MAGHARIBI,3,12,2014
3385-001,4,50,530125307303,2,288.900421142578,53,MJINI MAGHARIBI,1,MAGHARIBI,4,12,2014
3387-001,4,50,530125307303,2,288.900421142578,53,MJINI MAGHARIBI,1,MAGHARIBI,4,12,2014
3394-001,4,50,530127305303,2,388.636932373047,53,MJINI MAGHARIBI,1,MAGHARIBI,25,3,2015
3395-001,4,50,530127305303,2,388.636932373047,53,MJINI MAGHARIBI,1,MAGHARIBI,24,3,2015
3396-001,4,50,530127305303,2,388.636932373047,53,MJINI MAGHARIBI,1,MAGHARIBI,25,3,2015
3397-001,4,50,530127305303,2,388.636932373047,53,MJINI MAGHARIBI,1,MAGHARIBI,24,3,2015
3398-001,4,50,530127305303,2,388.636932373047,53,MJINI MAGHARIBI,1,MAGHARIBI,24,3,2015
3399-001,4,50,530127305303,2,388.636932373047,53,MJINI MAGHARIBI,1,MAGHARIBI,25,3,2015
3400-001,4,50,530127305303,2,388.636932373047,53,MJINI MAGHARIBI,1,MAGHARIBI,24,3,2015
3401-001,4,50,530127305303,2,388.636932373047,53,MJINI MAGHARIBI,1,MAGHARIBI,28,3,2015
3413-001,4,50,530128304304,2,319.627258300781,53,MJINI MAGHARIBI,1,MAGHARIBI,25,11,2014
3414-001,4,50,530128304304,2,319.627258300781,53,MJINI MAGHARIBI,1,MAGHARIBI,26,11,2014
3415-001,4,50,530128304304,2,319.627258300781,53,MJINI MAGHARIBI,1,MAGHARIBI,26,11,2014
3416-001,4,50,530128304304,2,319.627258300781,53,MJINI MAGHARIBI,1,MAGHARIBI,25,11,2014
3417-001,4,50,530128304304,2,319.627258300781,53,MJINI MAGHARIBI,1,MAGHARIBI,26,11,2014
3418-001,4,50,530128304304,2,319.627258300781,53,MJINI MAGHARIBI,1,MAGHARIBI,25,11,2014
3419-001,4,50,530128304304,2,319.627258300781,53,MJINI MAGHARIBI,1,MAGHARIBI,26,11,2014
3420-001,4,50,530128304304,2,319.627258300781,53,MJINI MAGHARIBI,1,MAGHARIBI,25,11,2014
3432-001,4,50,530130301304,2,247.735366821289,53,MJINI MAGHARIBI,1,MAGHARIBI,24,2,2015
3433-001,4,50,530130301304,2,247.735366821289,53,MJINI MAGHARIBI,1,MAGHARIBI,24,2,2015
3434-001,4,50,530130301304,2,247.735366821289,53,MJINI MAGHARIBI,1,MAGHARIBI,24,2,2015
3435-001,4,50,530130301304,2,247.735366821289,53,MJINI MAGHARIBI,1,MAGHARIBI,24,2,2015
3436-001,4,50,530130301304,2,247.735366821289,53,MJINI MAGHARIBI,1,MAGHARIBI,25,2,2015
3437-001,4,50,530130301304,2,247.735366821289,53,MJINI MAGHARIBI,1,MAGHARIBI,25,2,2015
