y4_hhid,domain,strataid,clusterid,clustertype,y4_weights
6552-001,2,30,160406203005,2,2284.884765625
6553-001,2,30,160406203005,2,2284.884765625
6554-001,2,30,160406203005,2,2284.884765625
6556-001,2,30,160406203005,2,2284.884765625
6567-001,3,31,160510302003,1,2363.07958984375
6568-001,3,31,160510302003,1,2363.07958984375
6569-001,3,31,160510302003,1,2363.07958984375
6570-001,3,31,160510302003,1,2363.07958984375
6572-001,3,31,160510302003,1,2363.07958984375
6573-001,3,31,160510302003,1,2363.07958984375
6574-001,3,31,160510302003,1,2363.07958984375
6577-001,3,31,160510302003,1,2363.07958984375
6586-001,3,31,160614104007,1,3334.24169921875
6589-001,3,31,160614104007,1,3334.24169921875
6590-001,3,31,160614104007,1,3334.24169921875
6591-001,3,31,160614104007,1,3334.24169921875
6592-001,3,31,160614104007,1,3334.24169921875
6593-001,3,31,160614104007,1,3334.24169921875
6594-001,3,31,160614104007,1,3334.24169921875
6605-001,3,31,160807102004,1,2931.68920898438
6606-001,3,31,160807102004,1,2931.68920898438
6607-001,3,31,160807102004,1,2931.68920898438
6608-001,3,31,160807102004,1,2931.68920898438
6609-001,3,31,160807102004,1,2931.68920898438
6610-001,3,31,160807102004,1,2931.68920898438
6611-001,3,31,160807102004,1,2931.68920898438
6612-001,3,31,160807102004,1,2931.68920898438
6624-001,2,30,160808205005,2,2425.23413085938
6625-001,2,30,160808205005,2,2425.23413085938
6626-001,2,30,160808205005,2,2425.23413085938
6627-001,2,30,160808205005,2,2425.23413085938
6628-001,2,30,160808205005,2,2425.23413085938
6629-001,2,30,160808205005,2,2425.23413085938
6630-001,2,30,160808205005,2,2425.23413085938
6631-001,2,30,160808205005,2,2425.23413085938
6643-001,3,6,30111102004,1,2694.91381835938
6644-001,3,6,30111102004,1,2694.91381835938
6645-001,3,6,30111102004,1,2694.91381835938
6646-001,3,6,30111102004,1,2694.91381835938
6647-001,3,6,30111102004,1,2694.91381835938
6648-001,3,6,30111102004,1,2694.91381835938
6649-001,3,6,30111102004,1,2694.91381835938
6650-001,3,6,30111102004,1,2694.91381835938
6662-001,2,5,30216302302,2,2884.11450195313
6663-001,2,5,30216302302,2,2884.11450195313
6664-001,2,5,30216302302,2,2884.11450195313
6665-001,2,5,30216302302,2,2884.11450195313
6666-001,2,5,30216302302,2,2884.11450195313
6667-001,2,5,30216302302,2,2884.11450195313
6668-001,2,5,30216302302,2,2884.11450195313
6669-001,2,5,30216302302,2,2884.11450195313
6681-001,3,6,30217102005,1,3715.11767578125
6682-001,3,6,30217102005,1,3715.11767578125
6683-001,3,6,30217102005,1,3715.11767578125
6684-001,3,6,30217102005,1,3715.11767578125
6685-001,3,6,30217102005,1,3715.11767578125
6686-001,3,6,30217102005,1,3715.11767578125
6687-001,3,6,30217102005,1,3715.11767578125
6688-001,3,6,30217102005,1,3715.11767578125
6700-001,3,6,30403102003,1,3507.55541992188
6701-001,3,6,30403102003,1,3507.55541992188
6702-001,3,6,30403102003,1,3507.55541992188
6703-001,3,6,30403102003,1,3507.55541992188
6704-001,3,6,30403102003,1,3507.55541992188
6705-001,3,6,30403102003,1,3507.55541992188
6706-001,3,6,30403102003,1,3507.55541992188
6707-001,3,6,30403102003,1,3507.55541992188
6719-001,3,6,30419106001,1,2049.021484375
6720-001,3,6,30419106001,1,2049.021484375
6721-001,3,6,30419106001,1,2049.021484375
6722-001,3,6,30419106001,1,2049.021484375
6723-001,3,6,30419106001,1,2049.021484375
6724-001,3,6,30419106001,1,2049.021484375
6725-001,3,6,30419106001,1,2049.021484375
6726-001,3,6,30419106001,1,2049.021484375
6738-001,3,6,30503103001,1,3653.50708007813
6739-001,3,6,30503103001,1,3653.50708007813
6740-001,3,6,30503103001,1,3653.50708007813
6741-001,3,6,30503103001,1,3653.50708007813
6742-001,3,6,30503103001,1,3653.50708007813
6743-001,3,6,30503103001,1,3653.50708007813
6744-001,3,6,30503103001,1,3653.50708007813
6745-001,3,6,30503103001,1,3653.50708007813
6757-001,2,5,30602202009,2,2521.4326171875
6758-001,2,5,30602202009,2,2521.4326171875
6759-001,2,5,30602202009,2,2521.4326171875
6760-001,2,5,30602202009,2,2521.4326171875
6761-001,2,5,30602202009,2,2521.4326171875
6762-001,2,5,30602202009,2,2521.4326171875
6763-001,2,5,30602202009,2,2521.4326171875
6764-001,2,5,30602202009,2,2521.4326171875
6776-001,2,5,30619204004,2,2807.26293945313
6777-001,2,5,30619204004,2,2807.26293945313
6778-001,2,5,30619204004,2,2807.26293945313
6779-001,2,5,30619204004,2,2807.26293945313
6780-001,2,5,30619204004,2,2807.26293945313
6781-001,2,5,30619204004,2,2807.26293945313
6782-001,2,5,30619204004,2,2807.26293945313
6783-001,2,5,30619204004,2,2807.26293945313
6795-001,3,6,30711102008,1,3053.94213867188
6796-001,3,6,30711102008,1,3053.94213867188
6797-001,3,6,30711102008,1,3053.94213867188
6798-001,3,6,30711102008,1,3053.94213867188
6799-001,3,6,30711102008,1,3053.94213867188
6800-001,3,6,30711102008,1,3053.94213867188
6801-001,3,6,30711102008,1,3053.94213867188
6802-001,3,6,30711102008,1,3053.94213867188
6815-001,4,50,550113203002,2,417.139892578125
6816-001,4,50,550113203002,2,417.139892578125
6817-001,4,50,550113203002,2,417.139892578125
6818-001,4,50,550113203002,2,417.139892578125
6819-001,4,50,550113203002,2,417.139892578125
6820-001,4,50,550113203002,2,417.139892578125
6821-001,4,50,550113203002,2,417.139892578125
6823-001,4,50,550113203002,2,417.139892578125
6833-001,4,51,550125102005,1,1027.0263671875
6834-001,4,51,550125102005,1,1027.0263671875
6835-001,4,51,550125102005,1,1027.0263671875
6836-001,4,51,550125102005,1,1027.0263671875
6837-001,4,51,550125102005,1,1027.0263671875
6838-001,4,51,550125102005,1,1027.0263671875
6840-001,4,51,550125102005,1,1027.0263671875
6841-001,4,51,550125102005,1,1027.0263671875
6852-001,4,51,550211104001,1,882.759094238281
6853-001,4,51,550211104001,1,882.759094238281
6854-001,4,51,550211104001,1,882.759094238281
6855-001,4,51,550211104001,1,882.759094238281
6856-001,4,51,550211104001,1,882.759094238281
6857-001,4,51,550211104001,1,882.759094238281
6858-001,4,51,550211104001,1,882.759094238281
6859-001,4,51,550211104001,1,882.759094238281
6871-001,4,50,550213305302,2,221.821228027344
6872-001,4,50,550213305302,2,221.821228027344
6873-001,4,50,550213305302,2,221.821228027344
6874-001,4,50,550213305302,2,221.821228027344
6875-001,4,50,550213305302,2,221.821228027344
6876-001,4,50,550213305302,2,221.821228027344
6877-001,4,50,550213305302,2,221.821228027344
6878-001,4,50,550213305302,2,221.821228027344
6888-001,3,31,160614104007,1,3334.24169921875
6890-001,4,51,520128102001,1,981.5546875
6891-001,4,51,520128102001,1,981.5546875
6892-001,4,51,520128102001,1,981.5546875
6893-001,4,51,520128102001,1,981.5546875
6894-001,4,51,520128102001,1,981.5546875
6895-001,4,51,520128102001,1,981.5546875
6897-001,4,51,520128102001,1,981.5546875
6899-001,4,51,520128102001,1,981.5546875
6909-001,3,15,80101103001,1,2456.4716796875
6910-001,3,15,80101103001,1,2456.4716796875
6911-001,3,15,80101103001,1,2456.4716796875
6913-001,3,15,80101103001,1,2456.4716796875
6914-001,3,15,80101103001,1,2456.4716796875
6915-001,3,15,80101103001,1,2456.4716796875
6916-001,3,15,80101103001,1,2456.4716796875
6919-001,3,15,80101103001,1,2456.4716796875
6928-001,3,15,80203101009,1,2915.98681640625
6929-001,3,15,80203101009,1,2915.98681640625
6930-001,3,15,80203101009,1,2915.98681640625
6931-001,3,15,80203101009,1,2915.98681640625
6932-001,3,15,80203101009,1,2915.98681640625
6933-001,3,15,80203101009,1,2915.98681640625
6934-001,3,15,80203101009,1,2915.98681640625
6935-001,3,15,80203101009,1,2915.98681640625
6947-001,3,15,80225102006,1,1460.70373535156
6948-001,3,15,80225102006,1,1460.70373535156
6949-001,3,15,80225102006,1,1460.70373535156
6950-001,3,15,80225102006,1,1460.70373535156
6951-001,3,15,80225102006,1,1460.70373535156
6952-001,3,15,80225102006,1,1460.70373535156
6953-001,3,15,80225102006,1,1460.70373535156
6954-001,3,15,80225102006,1,1460.70373535156
6966-001,3,15,80321103002,1,2503.24731445313
6967-001,3,15,80321103002,1,2503.24731445313
6968-001,3,15,80321103002,1,2503.24731445313
6969-001,3,15,80321103002,1,2503.24731445313
6970-001,3,15,80321103002,1,2503.24731445313
6971-001,3,15,80321103002,1,2503.24731445313
6972-001,3,15,80321103002,1,2503.24731445313
6973-001,3,15,80321103002,1,2503.24731445313
6986-001,3,15,80510101004,1,2408.18725585938
6987-001,3,15,80510101004,1,2408.18725585938
6988-001,3,15,80510101004,1,2408.18725585938
6989-001,3,15,80510101004,1,2408.18725585938
6990-001,3,15,80510101004,1,2408.18725585938
6991-001,3,15,80510101004,1,2408.18725585938
6992-001,3,15,80510101004,1,2408.18725585938
6994-001,3,15,80510101004,1,2408.18725585938
7004-001,2,14,80603201001,2,1813.36047363281
7005-001,2,14,80603201001,2,1813.36047363281
7007-001,2,14,80603201001,2,1813.36047363281
7008-001,2,14,80603201001,2,1813.36047363281
7009-001,2,14,80603201001,2,1813.36047363281
7010-001,2,14,80603201001,2,1813.36047363281
7011-001,2,14,80603201001,2,1813.36047363281
7012-001,2,14,80603201001,2,1813.36047363281
7023-001,3,41,210107101002,1,5546.77880859375
7024-001,3,41,210107101002,1,5546.77880859375
7025-001,3,41,210107101002,1,5546.77880859375
7026-001,3,41,210107101002,1,5546.77880859375
7027-001,3,41,210107101002,1,5546.77880859375
7028-001,3,41,210107101002,1,5546.77880859375
7029-001,3,41,210107101002,1,5546.77880859375
7030-001,3,41,210107101002,1,5546.77880859375
7042-001,3,41,210223102002,1,5219.2548828125
7043-001,3,41,210223102002,1,5219.2548828125
7044-001,3,41,210223102002,1,5219.2548828125
7045-001,3,41,210223102002,1,5219.2548828125
7046-001,3,41,210223102002,1,5219.2548828125
7047-001,3,41,210223102002,1,5219.2548828125
7048-001,3,41,210223102002,1,5219.2548828125
7049-001,3,41,210223102002,1,5219.2548828125
7061-001,3,41,210416101011,1,6890.95947265625
7062-001,3,41,210416101011,1,6890.95947265625
7063-001,3,41,210416101011,1,6890.95947265625
7064-001,3,41,210416101011,1,6890.95947265625
7065-001,3,41,210416101011,1,6890.95947265625
7066-001,3,41,210416101011,1,6890.95947265625
7067-001,3,41,210416101011,1,6890.95947265625
7068-001,3,41,210416101011,1,6890.95947265625
7080-001,2,40,210606304301,2,2979.50463867188
7081-001,2,40,210606304301,2,2979.50463867188
7082-001,2,40,210606304301,2,2979.50463867188
7083-001,2,40,210606304301,2,2979.50463867188
7084-001,2,40,210606304301,2,2979.50463867188
7085-001,2,40,210606304301,2,2979.50463867188
7086-001,2,40,210606304301,2,2979.50463867188
7087-001,2,40,210606304301,2,2979.50463867188
7099-001,3,39,200201104006,1,2465.41943359375
7100-001,3,39,200201104006,1,2465.41943359375
7102-001,3,39,200201104006,1,2465.41943359375
7103-001,3,39,200201104006,1,2465.41943359375
7105-001,3,39,200201104006,1,2465.41943359375
7106-001,3,39,200201104006,1,2465.41943359375
7108-001,3,39,200201104006,1,2465.41943359375
7110-001,3,39,200201104006,1,2465.41943359375
7118-001,3,39,200310104009,1,3764.74877929688
7119-001,3,39,200310104009,1,3764.74877929688
7120-001,3,39,200310104009,1,3764.74877929688
7121-001,3,39,200310104009,1,3764.74877929688
7122-001,3,39,200310104009,1,3764.74877929688
7123-001,3,39,200310104009,1,3764.74877929688
7124-001,3,39,200310104009,1,3764.74877929688
7125-001,3,39,200310104009,1,3764.74877929688
7137-001,2,38,200509204001,2,4265.13037109375
7139-001,2,38,200509204001,2,4265.13037109375
7140-001,2,38,200509204001,2,4265.13037109375
7141-001,2,38,200509204001,2,4265.13037109375
7142-001,2,38,200509204001,2,4265.13037109375
7143-001,2,38,200509204001,2,4265.13037109375
7144-001,2,38,200509204001,2,4265.13037109375
7147-001,2,38,200509204001,2,4265.13037109375
7156-001,3,39,200602102004,1,3488.99731445313
7157-001,3,39,200602102004,1,3488.99731445313
7158-001,3,39,200602102004,1,3488.99731445313
7159-001,3,39,200602102004,1,3488.99731445313
7161-001,3,39,200602102004,1,3488.99731445313
7162-001,3,39,200602102004,1,3488.99731445313
7163-001,3,39,200602102004,1,3488.99731445313
7166-001,3,39,200602102004,1,3488.99731445313
7175-001,3,39,200706102005,1,6156.30712890625
7177-001,3,39,200706102005,1,6156.30712890625
7178-001,3,39,200706102005,1,6156.30712890625
7179-001,3,39,200706102005,1,6156.30712890625
7180-001,3,39,200706102005,1,6156.30712890625
7182-001,3,39,200706102005,1,6156.30712890625
7185-001,3,39,200706102005,1,6156.30712890625
7186-001,3,39,200706102005,1,6156.30712890625
7194-001,3,23,120210101006,1,6999.5986328125
7195-001,3,23,120210101006,1,6999.5986328125
7196-001,3,23,120210101006,1,6999.5986328125
7197-001,3,23,120210101006,1,6999.5986328125
7198-001,3,23,120210101006,1,6999.5986328125
7199-001,3,23,120210101006,1,6999.5986328125
7200-001,3,23,120210101006,1,6999.5986328125
7201-001,3,23,120210101006,1,6999.5986328125
7213-001,3,23,120403101002,1,5648.4404296875
7214-001,3,23,120403101002,1,5648.4404296875
7215-001,3,23,120403101002,1,5648.4404296875
7216-001,3,23,120403101002,1,5648.4404296875
7217-001,3,23,120403101002,1,5648.4404296875
7218-001,3,23,120403101002,1,5648.4404296875
7219-001,3,23,120403101002,1,5648.4404296875
7220-001,3,23,120403101002,1,5648.4404296875
7232-001,3,23,120506102004,1,4555.82373046875
7233-001,3,23,120506102004,1,4555.82373046875
7234-001,3,23,120506102004,1,4555.82373046875
7235-001,3,23,120506102004,1,4555.82373046875
7236-001,3,23,120506102004,1,4555.82373046875
7237-001,3,23,120506102004,1,4555.82373046875
7238-001,3,23,120506102004,1,4555.82373046875
7239-001,3,23,120506102004,1,4555.82373046875
7251-001,3,23,120612101014,1,5977.62158203125
7252-001,3,23,120612101014,1,5977.62158203125
7253-001,3,23,120612101014,1,5977.62158203125
7254-001,3,23,120612101014,1,5977.62158203125
7255-001,3,23,120612101014,1,5977.62158203125
7256-001,3,23,120612101014,1,5977.62158203125
7257-001,3,23,120612101014,1,5977.62158203125
7258-001,3,23,120612101014,1,5977.62158203125
7270-001,3,23,120718101001,1,4946.0224609375
7271-001,3,23,120718101001,1,4946.0224609375
7272-001,3,23,120718101001,1,4946.0224609375
7273-001,3,23,120718101001,1,4946.0224609375
7274-001,3,23,120718101001,1,4946.0224609375
7275-001,3,23,120718101001,1,4946.0224609375
7276-001,3,23,120718101001,1,4946.0224609375
7277-001,3,23,120718101001,1,4946.0224609375
7289-001,2,22,120720224001,2,8883.63671875
7290-001,2,22,120720224001,2,8883.63671875
7291-001,2,22,120720224001,2,8883.63671875
7292-001,2,22,120720224001,2,8883.63671875
7293-001,2,22,120720224001,2,8883.63671875
7294-001,2,22,120720224001,2,8883.63671875
7295-001,2,22,120720224001,2,8883.63671875
7296-001,2,22,120720224001,2,8883.63671875
7308-001,4,50,530102304303,2,364.867401123047
7309-001,4,50,530102304303,2,364.867401123047
7310-001,4,50,530102304303,2,364.867401123047
7311-001,4,50,530102304303,2,364.867401123047
7312-001,4,50,530102304303,2,364.867401123047
7313-001,4,50,530102304303,2,364.867401123047
7314-001,4,50,530102304303,2,364.867401123047
7315-001,4,50,530102304303,2,364.867401123047
7327-001,4,51,530104104001,1,1322.48022460938
7329-001,4,51,530104104001,1,1322.48022460938
7331-001,4,51,530104104001,1,1322.48022460938
7332-001,4,51,530104104001,1,1322.48022460938
7333-001,4,51,530104104001,1,1322.48022460938
7335-001,4,51,530104104001,1,1322.48022460938
7336-001,4,51,530104104001,1,1322.48022460938
7338-001,4,51,530104104001,1,1322.48022460938
7346-001,4,50,530109303302,2,250.240921020508
7347-001,4,50,530109303302,2,250.240921020508
7348-001,4,50,530109303302,2,250.240921020508
7351-001,4,50,530109303302,2,250.240921020508
7352-001,4,50,530109303302,2,250.240921020508
7353-001,4,50,530109303302,2,250.240921020508
7356-001,4,50,530109303302,2,250.240921020508
7357-001,4,50,530109303302,2,250.240921020508
7365-001,4,51,530111103002,1,1102.06701660156
7366-001,4,51,530111103002,1,1102.06701660156
7367-001,4,51,530111103002,1,1102.06701660156
7368-001,4,51,530111103002,1,1102.06701660156
7369-001,4,51,530111103002,1,1102.06701660156
7370-001,4,51,530111103002,1,1102.06701660156
7371-001,4,51,530111103002,1,1102.06701660156
7372-001,4,51,530111103002,1,1102.06701660156
7384-001,4,50,530122201005,2,210.849243164063
7386-001,4,50,530122201005,2,210.849243164063
7387-001,4,50,530122201005,2,210.849243164063
7389-001,4,50,530122201005,2,210.849243164063
7390-001,4,50,530122201005,2,210.849243164063
7391-001,4,50,530122201005,2,210.849243164063
7394-001,4,50,530122201005,2,210.849243164063
7395-001,4,50,530122201005,2,210.849243164063
7403-001,4,50,530123303303,2,212.910858154297
7404-001,4,50,530123303303,2,212.910858154297
7405-001,4,50,530123303303,2,212.910858154297
7406-001,4,50,530123303303,2,212.910858154297
7408-001,4,50,530123303303,2,212.910858154297
7409-001,4,50,530123303303,2,212.910858154297
7410-001,4,50,530123303303,2,212.910858154297
7411-001,4,50,530123303303,2,212.910858154297
7422-001,4,50,530124205009,2,354.559600830078
7423-001,4,50,530124205009,2,354.559600830078
7424-001,4,50,530124205009,2,354.559600830078
7425-001,4,50,530124205009,2,354.559600830078
7426-001,4,50,530124205009,2,354.559600830078
7427-001,4,50,530124205009,2,354.559600830078
7428-001,4,50,530124205009,2,354.559600830078
7429-001,4,50,530124205009,2,354.559600830078
7441-001,4,50,530126303302,2,282.385406494141
7442-001,4,50,530126303302,2,282.385406494141
7443-001,4,50,530126303302,2,282.385406494141
7444-001,4,50,530126303302,2,282.385406494141
7447-001,4,50,530126303302,2,282.385406494141
7448-001,4,50,530126303302,2,282.385406494141
7450-001,4,50,530126303302,2,282.385406494141
7451-001,4,50,530126303302,2,282.385406494141
7460-001,4,50,530128301303,2,220.492721557617
7461-001,4,50,530128301303,2,220.492721557617
7463-001,4,50,530128301303,2,220.492721557617
7465-001,4,50,530128301303,2,220.492721557617
7466-001,4,50,530128301303,2,220.492721557617
7467-001,4,50,530128301303,2,220.492721557617
7468-001,4,50,530128301303,2,220.492721557617
7469-001,4,50,530128301303,2,220.492721557617
7479-001,4,50,530129202003,2,226.822647094727
7480-001,4,50,530129202003,2,226.822647094727
7482-001,4,50,530129202003,2,226.822647094727
7483-001,4,50,530129202003,2,226.822647094727
7484-001,4,50,530129202003,2,226.822647094727
7485-001,4,50,530129202003,2,226.822647094727
7486-001,4,50,530129202003,2,226.822647094727
7487-001,4,50,530129202003,2,226.822647094727
7498-001,4,50,530132303301,2,345.980133056641
7499-001,4,50,530132303301,2,345.980133056641
7500-001,4,50,530132303301,2,345.980133056641
7501-001,4,50,530132303301,2,345.980133056641
7502-001,4,50,530132303301,2,345.980133056641
7503-001,4,50,530132303301,2,345.980133056641
7504-001,4,50,530132303301,2,345.980133056641
7505-001,4,50,530132303301,2,345.980133056641
7517-001,4,50,530134203001,2,237.274291992188
7518-001,4,50,530134203001,2,237.274291992188
7519-001,4,50,530134203001,2,237.274291992188
7520-001,4,50,530134203001,2,237.274291992188
7521-001,4,50,530134203001,2,237.274291992188
7522-001,4,50,530134203001,2,237.274291992188
7523-001,4,50,530134203001,2,237.274291992188
7524-001,4,50,530134203001,2,237.274291992188
7536-001,4,50,530136204001,2,231.863159179688
7539-001,4,50,530136204001,2,231.863159179688
7540-001,4,50,530136204001,2,231.863159179688
7541-001,4,50,530136204001,2,231.863159179688
7542-001,4,50,530136204001,2,231.863159179688
7543-001,4,50,530136204001,2,231.863159179688
7545-001,4,50,530136204001,2,231.863159179688
7547-001,4,50,530136204001,2,231.863159179688
7555-001,4,50,530137306305,2,304.360626220703
7557-001,4,50,530137306305,2,304.360626220703
7558-001,4,50,530137306305,2,304.360626220703
7559-001,4,50,530137306305,2,304.360626220703
7560-001,4,50,530137306305,2,304.360626220703
7561-001,4,50,530137306305,2,304.360626220703
7562-001,4,50,530137306305,2,304.360626220703
7568-001,4,50,530137306305,2,304.360626220703
7574-001,4,51,530207203003,1,960.7763671875
7575-001,4,51,530207203003,1,960.7763671875
7576-001,4,51,530207203003,1,960.7763671875
7577-001,4,51,530207203003,1,960.7763671875
7578-001,4,51,530207203003,1,960.7763671875
7579-001,4,51,530207203003,1,960.7763671875
7580-001,4,51,530207203003,1,960.7763671875
7581-001,4,51,530207203003,1,960.7763671875
7593-001,4,51,530218203001,1,855.450622558594
7594-001,4,51,530218203001,1,855.450622558594
7595-001,4,51,530218203001,1,855.450622558594
7596-001,4,51,530218203001,1,855.450622558594
7597-001,4,51,530218203001,1,855.450622558594
7598-001,4,51,530218203001,1,855.450622558594
7599-001,4,51,530218203001,1,855.450622558594
7600-001,4,51,530218203001,1,855.450622558594
7612-001,4,51,530234203001,1,814.571228027344
7613-001,4,51,530234203001,1,814.571228027344
7614-001,4,51,530234203001,1,814.571228027344
7615-001,4,51,530234203001,1,814.571228027344
7616-001,4,51,530234203001,1,814.571228027344
7618-001,4,51,530234203001,1,814.571228027344
7621-001,4,51,530234203001,1,814.571228027344
7623-001,4,51,530234203001,1,814.571228027344
7631-001,3,10,50203101005,1,5301.09375
7632-001,3,10,50203101005,1,5301.09375
7633-001,3,10,50203101005,1,5301.09375
7634-001,3,10,50203101005,1,5301.09375
7635-001,3,10,50203101005,1,5301.09375
7636-001,3,10,50203101005,1,5301.09375
7637-001,3,10,50203101005,1,5301.09375
7638-001,3,10,50203101005,1,5301.09375
7650-001,3,10,50307305012,1,5354.1865234375
7651-001,3,10,50307305012,1,5354.1865234375
7652-001,3,10,50307305012,1,5354.1865234375
7653-001,3,10,50307305012,1,5354.1865234375
7654-001,3,10,50307305012,1,5354.1865234375
7655-001,3,10,50307305012,1,5354.1865234375
7656-001,3,10,50307305012,1,5354.1865234375
7657-001,3,10,50307305012,1,5354.1865234375
7669-001,2,9,50308303311,2,2700.96313476563
7670-001,2,9,50308303311,2,2700.96313476563
7671-001,2,9,50308303311,2,2700.96313476563
7672-001,2,9,50308303311,2,2700.96313476563
7673-001,2,9,50308303311,2,2700.96313476563
7674-001,2,9,50308303311,2,2700.96313476563
7675-001,2,9,50308303311,2,2700.96313476563
7676-001,2,9,50308303311,2,2700.96313476563
7688-001,3,10,50424102003,1,3490.00390625
7689-001,3,10,50424102003,1,3490.00390625
7690-001,3,10,50424102003,1,3490.00390625
7691-001,3,10,50424102003,1,3490.00390625
7692-001,3,10,50424102003,1,3490.00390625
7693-001,3,10,50424102003,1,3490.00390625
7694-001,3,10,50424102003,1,3490.00390625
7695-001,3,10,50424102003,1,3490.00390625
7707-001,2,9,50516203002,2,1908.27099609375
7708-001,2,9,50516203002,2,1908.27099609375
7709-001,2,9,50516203002,2,1908.27099609375
7710-001,2,9,50516203002,2,1908.27099609375
7711-001,2,9,50516203002,2,1908.27099609375
7712-001,2,9,50516203002,2,1908.27099609375
7713-001,2,9,50516203002,2,1908.27099609375
7714-001,2,9,50516203002,2,1908.27099609375
7726-001,3,10,50706303005,1,6264.83203125
7727-001,3,10,50706303005,1,6264.83203125
7728-001,3,10,50706303005,1,6264.83203125
7729-001,3,10,50706303005,1,6264.83203125
7730-001,3,10,50706303005,1,6264.83203125
7731-001,3,10,50706303005,1,6264.83203125
7732-001,3,10,50706303005,1,6264.83203125
7733-001,3,10,50706303005,1,6264.83203125
7745-001,2,9,50706304315,2,3282.56567382813
7746-001,2,9,50706304315,2,3282.56567382813
7747-001,2,9,50706304315,2,3282.56567382813
7748-001,2,9,50706304315,2,3282.56567382813
7749-001,2,9,50706304315,2,3282.56567382813
7750-001,2,9,50706304315,2,3282.56567382813
7751-001,2,9,50706304315,2,3282.56567382813
7752-001,2,9,50706304315,2,3282.56567382813
7764-001,3,17,90113104004,1,2226.60620117188
7765-001,3,17,90113104004,1,2226.60620117188
7766-001,3,17,90113104004,1,2226.60620117188
7767-001,3,17,90113104004,1,2226.60620117188
7768-001,3,17,90113104004,1,2226.60620117188
7770-001,3,17,90113104004,1,2226.60620117188
7771-001,3,17,90113104004,1,2226.60620117188
7772-001,3,17,90113104004,1,2226.60620117188
7783-001,3,17,90204104001,1,2244.29516601563
7784-001,3,17,90204104001,1,2244.29516601563
7785-001,3,17,90204104001,1,2244.29516601563
7786-001,3,17,90204104001,1,2244.29516601563
7787-001,3,17,90204104001,1,2244.29516601563
7788-001,3,17,90204104001,1,2244.29516601563
7789-001,3,17,90204104001,1,2244.29516601563
7790-001,3,17,90204104001,1,2244.29516601563
7802-001,3,17,90223101002,1,1995.74340820313
7804-001,3,17,90223101002,1,1995.74340820313
7805-001,3,17,90223101002,1,1995.74340820313
7806-001,3,17,90223101002,1,1995.74340820313
7807-001,3,17,90223101002,1,1995.74340820313
7808-001,3,17,90223101002,1,1995.74340820313
7809-001,3,17,90223101002,1,1995.74340820313
7811-001,3,17,90223101002,1,1995.74340820313
7821-001,3,17,90308305008,1,1261.84350585938
7822-001,3,17,90308305008,1,1261.84350585938
7823-001,3,17,90308305008,1,1261.84350585938
7824-001,3,17,90308305008,1,1261.84350585938
7825-001,3,17,90308305008,1,1261.84350585938
7826-001,3,17,90308305008,1,1261.84350585938
7827-001,3,17,90308305008,1,1261.84350585938
7828-001,3,17,90308305008,1,1261.84350585938
7840-001,3,17,90403101002,1,4191.06103515625
7841-001,3,17,90403101002,1,4191.06103515625
7842-001,3,17,90403101002,1,4191.06103515625
7843-001,3,17,90403101002,1,4191.06103515625
7844-001,3,17,90403101002,1,4191.06103515625
7845-001,3,17,90403101002,1,4191.06103515625
7846-001,3,17,90403101002,1,4191.06103515625
7847-001,3,17,90403101002,1,4191.06103515625
7859-001,3,17,90422101003,1,2257.49682617188
7860-001,3,17,90422101003,1,2257.49682617188
7861-001,3,17,90422101003,1,2257.49682617188
7862-001,3,17,90422101003,1,2257.49682617188
7863-001,3,17,90422101003,1,2257.49682617188
7864-001,3,17,90422101003,1,2257.49682617188
7865-001,3,17,90422101003,1,2257.49682617188
7866-001,3,17,90422101003,1,2257.49682617188
7878-001,2,16,90505205003,2,2717.35815429688
7879-001,2,16,90505205003,2,2717.35815429688
7880-001,2,16,90505205003,2,2717.35815429688
7881-001,2,16,90505205003,2,2717.35815429688
7882-001,2,16,90505205003,2,2717.35815429688
7884-001,2,16,90505205003,2,2717.35815429688
7885-001,2,16,90505205003,2,2717.35815429688
7887-001,2,16,90505205003,2,2717.35815429688
7897-001,3,17,90609102002,1,2729.06298828125
7898-001,3,17,90609102002,1,2729.06298828125
7899-001,3,17,90609102002,1,2729.06298828125
7900-001,3,17,90609102002,1,2729.06298828125
7901-001,3,17,90609102002,1,2729.06298828125
7902-001,3,17,90609102002,1,2729.06298828125
7903-001,3,17,90609102002,1,2729.06298828125
7904-001,3,17,90609102002,1,2729.06298828125
7916-001,3,37,190114102004,1,2722.78100585938
7917-001,3,37,190114102004,1,2722.78100585938
7918-001,3,37,190114102004,1,2722.78100585938
7919-001,3,37,190114102004,1,2722.78100585938
7920-001,3,37,190114102004,1,2722.78100585938
7921-001,3,37,190114102004,1,2722.78100585938
7922-001,3,37,190114102004,1,2722.78100585938
7923-001,3,37,190114102004,1,2722.78100585938
7935-001,3,37,190210102002,1,2684.7998046875
7936-001,3,37,190210102002,1,2684.7998046875
7937-001,3,37,190210102002,1,2684.7998046875
7938-001,3,37,190210102002,1,2684.7998046875
7939-001,3,37,190210102002,1,2684.7998046875
7940-001,3,37,190210102002,1,2684.7998046875
7941-001,3,37,190210102002,1,2684.7998046875
7942-001,3,37,190210102002,1,2684.7998046875
7954-001,2,36,190306202006,2,6134.98779296875
7955-001,2,36,190306202006,2,6134.98779296875
